Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33500671,6/2/2016 19:57,6/2/2016 20:46,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10310,,,,,,,,STATEN ISLAND,,N/A,Closed,6/16/2016 19:57,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/2/2016 20:46,01 STATEN ISLAND,STATEN ISLAND,,,Cpl Thompson Park,STATEN ISLAND,Cpl Thompson Park,R109,,,7183908000,Broadway and Henderson Avenue,STATEN ISLAND,NY,10310,,,,,,,,,,,,,,,
33502762,6/2/2016 10:15,6/2/2016 11:22,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Street/Curbside,10036,,,WEST 43 STREET,WEST 44 STREET,,,PLACENAME,NEW YORK,PIER 84,N/A,Closed,6/16/2016 10:15,The reported condition was inspected and a summons has been issued.,6/2/2016 11:22,04 MANHATTAN,MANHATTAN,"983,832","217,613",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76397384,-74.00150894,"(40.76397383712635, -74.00150894491921)"
33507574,6/3/2016 12:07,6/3/2016 13:27,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10013,,,,,,,,NEW YORK,,N/A,Closed,6/17/2016 12:07,The Department of Parks and Recreation has inspected the situation in question and determined that the issue is out of its jurisdiction.,6/3/2016 13:27,03 MANHATTAN,MANHATTAN,,,Columbus Park Playground,MANHATTAN,Columbus Park Playground,M015,,,2124080100,"Baxter, Mulberry, Bayard and Worth Streets",NEW YORK,NY,10013,N,,,,,,,,,,,,,,
33508260,6/3/2016 13:23,6/7/2016 10:00,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10013,,,,,,,,NEW YORK,,N/A,Closed,6/17/2016 13:23,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 10:00,03 MANHATTAN,MANHATTAN,,,Columbus Park Playground,MANHATTAN,Columbus Park Playground,M015,,,2124080100,"Baxter, Mulberry, Bayard and Worth Streets",NEW YORK,NY,10013,N,,,,,,,,,,,,,,
33508442,6/3/2016 17:07,6/3/2016 19:47,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10455,,,,,LEGGETT AVENUE,KELLY STREET,INTERSECTION,BRONX,,N/A,Closed,6/17/2016 17:07,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/3/2016 19:47,02 BRONX,BRONX,"1,011,790","236,539",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8158777,-73.90050535,"(40.81587770140681, -73.90050535341071)"
33509075,6/3/2016 12:34,6/3/2016 13:28,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10013,,,,,,,,NEW YORK,,N/A,Closed,6/17/2016 12:34,The Department of Parks and Recreation has inspected the situation in question and determined that the issue is out of its jurisdiction.,6/3/2016 13:28,03 MANHATTAN,MANHATTAN,,,Columbus Park Playground,MANHATTAN,Columbus Park Playground,M015,,,2124080100,"Baxter, Mulberry, Bayard and Worth Streets",NEW YORK,NY,10013,N,,,,,,,,,,,,,,
33510516,6/3/2016 14:41,6/7/2016 10:02,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10013,,,,,,,,NEW YORK,,N/A,Closed,6/17/2016 14:41,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 10:02,03 MANHATTAN,MANHATTAN,,,Columbus Park Playground,MANHATTAN,Columbus Park Playground,M015,,,2124080100,"Baxter, Mulberry, Bayard and Worth Streets",NEW YORK,NY,10013,N,,,,,,,,,,,,,,
33510970,6/3/2016 12:26,6/3/2016 13:26,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10013,,,,,,,,NEW YORK,,N/A,Closed,6/17/2016 12:26,The Department of Parks and Recreation has inspected the situation in question and determined that the issue is out of its jurisdiction.,6/3/2016 13:26,03 MANHATTAN,MANHATTAN,,,Columbus Park Playground,MANHATTAN,Columbus Park Playground,M015,,,2124080100,"Baxter, Mulberry, Bayard and Worth Streets",NEW YORK,NY,10013,N,,,,,,,,,,,,,,
33512117,6/3/2016 11:55,6/3/2016 12:38,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11215,,,,,,,,BROOKLYN,,N/A,Closed,6/17/2016 11:55,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/3/2016 12:38,06 BROOKLYN,BROOKLYN,,,J J Byrne Memorial Park,BROOKLYN,J J Byrne Memorial Park,B111,,,7189658900,"3rd to 4th Streets, 4th to 5th Avenues",BROOKLYN,NY,11215,,,,,,,,,,,,,,,
33512599,6/3/2016 17:00,6/7/2016 10:04,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10013,,,,,,,,NEW YORK,,N/A,Closed,6/17/2016 17:00,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 10:04,03 MANHATTAN,MANHATTAN,,,Columbus Park Playground,MANHATTAN,Columbus Park Playground,M015,,,2124080100,"Baxter, Mulberry, Bayard and Worth Streets",NEW YORK,NY,10013,N,,,,,,,,,,,,,,
33512640,6/3/2016 14:58,6/7/2016 10:03,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10013,,,,,,,,NEW YORK,,N/A,Closed,6/17/2016 14:58,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/7/2016 10:03,03 MANHATTAN,MANHATTAN,,,Columbus Park Playground,MANHATTAN,Columbus Park Playground,M015,,,2124080100,"Baxter, Mulberry, Bayard and Worth Streets",NEW YORK,NY,10013,N,,,,,,,,,,,,,,
33512635,6/3/2016 12:40,6/3/2016 13:25,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10013,,,,,,,,NEW YORK,,N/A,Closed,6/17/2016 12:40,The Department of Parks and Recreation has inspected the situation in question and determined that the issue is out of its jurisdiction.,6/3/2016 13:25,03 MANHATTAN,MANHATTAN,,,Columbus Park Playground,MANHATTAN,Columbus Park Playground,M015,,,2124080100,"Baxter, Mulberry, Bayard and Worth Streets",NEW YORK,NY,10013,N,,,,,,,,,,,,,,
33513241,6/4/2016 16:17,6/4/2016 18:11,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10039,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 16:17,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/4/2016 18:11,12 MANHATTAN,MANHATTAN,,,Highbridge Park - Adventure Playground,MANHATTAN,Highbridge Park - Adventure Playground,M037-10,,,2124080100,West 164th Street and Edgecombe Avenue,NEW YORK,NY,10039,N,,,,,,,,,,,,,,
33513244,6/4/2016 12:03,6/4/2016 12:36,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 12:03,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/4/2016 12:36,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
33513252,6/4/2016 15:47,6/4/2016 16:31,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10002,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 15:47,The Department of Parks and Recreation has inspected the situation in question and determined that the issue is out of its jurisdiction.,6/4/2016 16:31,03 MANHATTAN,MANHATTAN,,,East River Park,MANHATTAN,East River Park,M144,,,2124080100,"Montgomery Street to East 12th Street, FDR Drive",NEW YORK,NY,10002,,,,,,,,,,,,,,,
33514171,6/4/2016 19:26,6/4/2016 20:27,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10451,,,,,,,,BRONX,,N/A,Closed,6/18/2016 19:26,The issue has been inspected and the offending party has been confronted and informed of their wrongdoing.  The situation has been remedied.,6/4/2016 20:27,04 BRONX,BRONX,,,Joyce Kilmer Park,BRONX,Joyce Kilmer Park,X028,,,7184301800,"Walton Avenue, East 161st to 164th Streets, Grand Concourse",BRONX,NY,10451,N,,,,,,,,,,,,,,
33514172,6/4/2016 11:40,6/4/2016 13:19,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10305,,,,,,,,STATEN ISLAND,,N/A,Closed,6/18/2016 11:40,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/4/2016 13:19,01 STATEN ISLAND,STATEN ISLAND,,,Arthur Von Briesen Park,STATEN ISLAND,Arthur Von Briesen Park,R059,,,7183908000,Foot of Bay Street at Fort Wadsworth,STATEN ISLAND,NY,10305,,,,,,,,,,,,,,,
33514173,6/4/2016 14:37,6/18/2016 13:23,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10003,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 14:37,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/18/2016 13:23,Unspecified MANHATTAN,MANHATTAN,,,First Park,MANHATTAN,First Park,M124,,,2124080100,"Houston Street, East 1st Street, 1st Avenue",NEW YORK,NY,10003,N,,,,,,,,,,,,,,
33514174,6/4/2016 17:53,6/4/2016 18:24,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10461,,,,,,,,BRONX,,N/A,Closed,6/18/2016 17:53,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/4/2016 18:24,Unspecified BRONX,BRONX,,,Pelham Bay Park - Pelham South Park Headquarters,BRONX,Pelham Bay Park - Pelham South Park Headquarters,X039,,,7184301890,"West Bruckner Expressway to East Dog Run, East and South to Restrooms",BRONX,NY,10461,,,,,,,,,,,,,,,
33514285,6/4/2016 13:36,6/4/2016 14:17,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11215,,,,,,,,BROOKLYN,,N/A,Closed,6/18/2016 13:36,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/4/2016 14:17,06 BROOKLYN,BROOKLYN,,,J J Byrne Memorial Park,BROOKLYN,J J Byrne Memorial Park,B111,,,7189658900,"3rd to 4th Streets, 4th to 5th Avenues",BROOKLYN,NY,11215,,,,,,,,,,,,,,,
33515901,6/4/2016 15:30,6/4/2016 19:23,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10451,,,,,,,,BRONX,,N/A,Closed,6/18/2016 15:30,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/4/2016 19:23,04 BRONX,BRONX,,,Franz Sigel Park,BRONX,Franz Sigel Park,X047,,,7184301800,"NYCRR, Walton Avenue, East 158th Street, Grand Concourse",BRONX,NY,10451,N,,,,,,,,,,,,,,
33515869,6/4/2016 15:18,6/4/2016 16:23,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10314,,,,,,,,STATEN ISLAND,,N/A,Closed,6/18/2016 15:18,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/4/2016 16:23,02 STATEN ISLAND,STATEN ISLAND,,,Willowbrook Park,STATEN ISLAND,Willowbrook Park,R030,,,7183908000,Richmond Avenue to Victory Boulevard,STATEN ISLAND,NY,10314,,,,,,,,,,,,,,,
33515900,6/4/2016 17:11,6/4/2016 18:13,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,11102,,,,,8 STREET,MAIN AVENUE,INTERSECTION,ASTORIA,,N/A,Closed,6/18/2016 17:11,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/4/2016 18:13,01 QUEENS,QUEENS,"1,002,725","220,543",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77199663,-73.93329876,"(40.771996630244075, -73.93329875946658)"
33515950,6/4/2016 17:37,6/4/2016 18:14,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11209,,,,,,,,BROOKLYN,,N/A,Closed,6/18/2016 17:37,The reported condition was inspected and a summons has been issued.,6/4/2016 18:14,10 BROOKLYN,BROOKLYN,,,Fort Hamilton Athletic Field,BROOKLYN,Fort Hamilton Athletic Field,B192A,,,7189658900,"83rd to 85th Streets, West of Pederson Playground",BROOKLYN,NY,11209,,,,,,,,,,,,,,,
33516795,6/4/2016 17:58,6/4/2016 19:08,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10451,,,,,,,,BRONX,,N/A,Closed,6/18/2016 17:58,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/4/2016 19:08,04 BRONX,BRONX,,,Joyce Kilmer Park,BRONX,Joyce Kilmer Park,X028,,,7184301800,"Walton Avenue, East 161st to 164th Streets, Grand Concourse",BRONX,NY,10451,N,,,,,,,,,,,,,,
33516819,6/4/2016 11:36,6/4/2016 13:18,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10024,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 11:36,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/4/2016 13:18,07 MANHATTAN,MANHATTAN,,,St Gregory's Park,MANHATTAN,St Gregory's Park,M301,,,2124080100,West 90th Street between Amsterdam and Columbus Avenues,NEW YORK,NY,10024,,,,,,,,,,,,,,,
33516836,6/4/2016 11:22,6/4/2016 13:20,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10029,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 11:22,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/4/2016 13:20,Unspecified MANHATTAN,MANHATTAN,,,Central Park - East Meadow,MANHATTAN,Central Park - East Meadow,M010,,,2124080100,"East Drive, 97th Street Transverse, 5th Avenue, East 102nd Street Entrance",NEW YORK,NY,10029,,,,,,,,,,,,,,,
33517631,6/4/2016 11:06,6/4/2016 13:30,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 11:06,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/4/2016 13:30,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park,MANHATTAN,Inwood Hill Park,M042,,,2124080100,"Dyckman Street, Hudson River, Harlem River Ship Canal",NEW YORK,NY,10034,,,,,,,,,,,,,,,
33517635,6/4/2016 13:26,6/18/2016 13:22,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10033,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 13:26,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/18/2016 13:22,12 MANHATTAN,MANHATTAN,,,J Hood Wright Park,MANHATTAN,J Hood Wright Park,M099,,,2124080100,"Fort Washington and Haven Avenues, West 173rd Street",NEW YORK,NY,10033,N,,,,,,,,,,,,,,
33517647,6/4/2016 12:03,6/4/2016 13:27,DPR,Department of Parks and Recreation,Violation of Park Rules,Unauthorized Posting of Signs,Park,10025,,,,,MORNINGSIDE DRIVE,WEST  110 STREET,INTERSECTION,NEW YORK,,N/A,Closed,6/18/2016 12:03,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/4/2016 13:27,07 MANHATTAN,MANHATTAN,"995,026","231,397",Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80180069,-73.96107744,"(40.80180069248254, -73.96107743720668)"
33517695,6/4/2016 10:34,6/4/2016 10:38,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11235,,,,,BRIGHTWATER COURT,BRIGHTON    2 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,6/18/2016 10:34,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/4/2016 10:38,13 BROOKLYN,BROOKLYN,"994,011","148,964",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.57554239,-73.96486302,"(40.575542389709724, -73.96486301544192)"
33518561,6/4/2016 9:41,6/4/2016 10:44,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11203,,,,,,,,BROOKLYN,,N/A,Closed,6/18/2016 9:41,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/4/2016 10:44,17 BROOKLYN,BROOKLYN,,,Paerdegat Park,BROOKLYN,Paerdegat Park,B218,,,7189658900,"Foster Avenue, East 40th to 41st Streets",BROOKLYN,NY,11203,,,,,,,,,,,,,,,
33518593,6/4/2016 11:38,6/4/2016 11:43,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10033,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 11:38,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/4/2016 11:43,12 MANHATTAN,MANHATTAN,,,Fort Tryon Park,MANHATTAN,Fort Tryon Park,M029,,,2124080100,"Riverside Drive to Broadway, West 192nd to Dyckman Streets",NEW YORK,NY,10033,N,,,,,,,,,,,,,,
33519405,6/4/2016 10:42,6/4/2016 11:14,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10016,,,,,,,,NEW YORK,,N/A,Closed,6/18/2016 10:42,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/4/2016 11:14,06 MANHATTAN,MANHATTAN,,,Bellevue South Park,MANHATTAN,Bellevue South Park,M263,,,2124080100,"East 26th to 28th Streets, MacCarmen (between 1st and 2nd Avenues)",NEW YORK,NY,10016,,,,,,,,,,,,,,,
33519413,6/4/2016 15:30,6/4/2016 20:10,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,11233,,,,,,,,BROOKLYN,,N/A,Closed,6/18/2016 15:30,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/4/2016 20:10,16 BROOKLYN,BROOKLYN,,,Ocean Hill Playground,BROOKLYN,Ocean Hill Playground,B144,,,7189658900,"Bergen Street, Rockaway Avenue, Dean Street",BROOKLYN,NY,11233,,,,,,,,,,,,,,,
33520106,6/5/2016 14:16,6/5/2016 15:05,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10451,,,,,,,,BRONX,,N/A,Closed,6/19/2016 14:16,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/5/2016 15:05,04 BRONX,BRONX,,,Macombs Dam Park,BRONX,Macombs Dam Park,X030,,,7184301800,"Harlem River Drive, Jerome and River Avenues, Ruppert Place, East 157th Street",BRONX,NY,10451,N,,,,,,,,,,,,,,
33521305,6/5/2016 14:08,6/5/2016 15:03,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10451,,,,,,,,BRONX,,N/A,Closed,6/19/2016 14:08,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/5/2016 15:03,04 BRONX,BRONX,,,Macombs Dam Park,BRONX,Macombs Dam Park,X030,,,7184301800,"Harlem River Drive, Jerome and River Avenues, Ruppert Place, East 157th Street",BRONX,NY,10451,,,,,,,,,,,,,,,
33523078,6/5/2016 12:12,6/5/2016 12:18,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10459,,,,,EAST  165 STREET,HOE AVENUE,INTERSECTION,BRONX,,N/A,Closed,6/19/2016 12:12,The reported condition was inspected and a summons has been issued.,6/5/2016 12:18,02 BRONX,BRONX,"1,014,540","239,903",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82510192,-73.89055517,"(40.82510192385854, -73.8905551651913)"
33523705,6/5/2016 11:08,6/5/2016 11:27,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11356,,,,,,,,COLLEGE POINT,,N/A,Closed,6/19/2016 11:08,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/5/2016 11:27,07 QUEENS,QUEENS,,,College Point Park,QUEENS,College Point Park,Q457,,,7185205900,College Point Boulevard and 14th Avenue,COLLEGE POINT,NY,11356,,,,,,,,,,,,,,,
33533429,6/6/2016 11:59,6/18/2016 13:31,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,10028,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 11:59,The reported condition was inspected and a summons has been issued.,6/18/2016 13:31,08 MANHATTAN,MANHATTAN,,,Carl Schurz Park,MANHATTAN,Carl Schurz Park,M081,,,2124080100,"East End Avenue to East River, East 84th to 90th Streets",NEW YORK,NY,10028,N,,,,,,,,,,,,,,
33524382,6/5/2016 16:26,6/5/2016 16:34,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10002,,,,,,,,NEW YORK,,N/A,Closed,6/19/2016 16:26,The reported condition was inspected and a summons has been issued.,6/5/2016 16:34,03 MANHATTAN,MANHATTAN,,,Corlears Hook Park,MANHATTAN,Corlears Hook Park,M017,,,2124080100,Between Jackson and Cherry Streets,NEW YORK,NY,10002,,,,,,,,,,,,,,,
33525180,6/6/2016 18:26,6/6/2016 19:05,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11377,,,,,68 STREET,31 AVENUE,INTERSECTION,WOODSIDE,,N/A,Closed,6/20/2016 18:26,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/6/2016 19:05,03 QUEENS,QUEENS,"1,012,172","215,397",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75784741,-73.89921317,"(40.757847406635214, -73.89921317190972)"
33536805,6/7/2016 18:17,6/8/2016 10:50,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,11206,,,,,,,,BROOKLYN,,N/A,Closed,6/21/2016 18:17,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,6/8/2016 10:50,01 BROOKLYN,BROOKLYN,,,Middleton Playground,BROOKLYN,Middleton Playground,B022,,,7189658900,"Lynch and Middleton Streets, Lee Avenue",BROOKLYN,NY,11206,N,,,,,,,,,,,,,,
33526345,6/6/2016 22:19,6/20/2016 10:21,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11222,,,,,BEDFORD AVENUE,NASSAU AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,6/9/2016 22:19,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/20/2016 10:21,01 BROOKLYN,BROOKLYN,"997,653","202,866",Mccarren Park,BROOKLYN,Mccarren Park,B058,,,7189658900,"Nassau Avenue, Bayard, Leonard and North 12th Streets",BROOKLYN,NY,11211,N,,,,,,,,,,,,40.72348686,-73.95164569,"(40.723486864052205, -73.95164568611048)"
33526512,6/6/2016 9:24,6/6/2016 10:23,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10039,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 9:24,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",6/6/2016 10:23,12 MANHATTAN,MANHATTAN,,,Highbridge Park - Adventure Playground,MANHATTAN,Highbridge Park - Adventure Playground,M037-10,,,2124080100,West 164th Street and Edgecombe Avenue,NEW YORK,NY,10039,,,,,,,,,,,,,,,
33526530,6/6/2016 4:32,6/6/2016 4:32,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 4:32,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/6/2016 4:32,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,Inwood Hill Park - Emerson Playground,M042-02,,,2124080100,"Seaman Avenue between Isham, West 207th Street",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33526553,6/6/2016 11:41,6/6/2016 12:29,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11215,,,,,4 STREET,5 AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,6/20/2016 11:41,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/6/2016 12:29,06 BROOKLYN,BROOKLYN,"988,748","184,175",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67219344,-73.98378494,"(40.67219343511362, -73.98378494191732)"
33527546,6/6/2016 22:07,6/15/2016 16:33,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10467,,,,,PERRY AVENUE,RESERVOIR PLACE,INTERSECTION,BRONX,,N/A,Closed,6/20/2016 22:07,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,6/15/2016 16:33,07 BRONX,BRONX,"1,018,987","259,566",Willis Playground,BRONX,Willis Playground,X217,,,7184301800,Willis Avenue and East 141st Street,BRONX,NY,10454,N,,,,,,,,,,,,40.87905459,-73.87438526,"(40.87905459473609, -73.87438525598684)"
33527671,6/6/2016 4:05,6/6/2016 4:05,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 4:05,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/6/2016 4:05,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,Inwood Hill Park - Emerson Playground,M042-02,,,2124080100,"Seaman Avenue between Isham, West 207th Street",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33527708,6/6/2016 4:49,6/6/2016 4:49,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,6/20/2016 4:49,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,6/6/2016 4:49,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,Inwood Hill Park - Indian Road Playground,M042-03,,,2124080100,West 214th Street and Seaman Avenue,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
